publication_number,filing_date,publication_date,title,abstract,cpc_codes,cited_patents
US-2020111178-A1,20191126,20200409,Systems and methods for allocation of renewable energy capacity for a fleet of machines,"Systems and methods for allocation of renewable energy capacity for a fleet of machines are disclosed. An example transaction-enabling system may include a fleet of machines each having an energy consumption task requirement, wherein at least a subset of the fleet of machines each comprises a renewable energy capacity. The system may further include a controller including a resource requirement circuit to determine an amount of energy for each of the machines to service the energy consumption task requirement for each corresponding machine, and a resource distribution circuit to allocate a delivery of energy from an aggregated renewable energy capacity of the subset of the fleet of machines in response to the determined amount of energy for each of the machines to service the energy consumption task requirement.",G06N3/088|G06N3/02|G06N3/084|G06N3/08|G06N3/048|G06N3/044|G06N3/042|G06N3/043|G06N3/08|G06N3/094|G06N3/09|G06N3/0495|G06N3/0475|G06N3/0464|G06N3/0455|G06N3/0442|G06N3/0418,US-2019123561-A1|US-2021004720-A1
US-2018336456-A1,20180517,20181122,Special purpose neural network training chip,"Methods, systems, and apparatus including a special purpose hardware chip for training neural networks are described. The special-purpose hardware chip may include a scalar processor configured to control computational operation of the special-purpose hardware chip. The chip may also include a vector processor configured to have a 2-dimensional array of vector processing units which all execute the same instruction in a single instruction, multiple-data manner and communicate with each other through load and store instructions of the vector processor. The chip may additionally include a matrix multiply unit that is coupled to the vector processor configured to multiply at least one two-dimensional matrix with a second one-dimensional vector or two-dimensional matrix in order to obtain a multiplication result.",G06N3/08|G06N3/063|G06N3/063|G06N3/084|G06N3/09|G06N3/063|G06N3/08|G06N3/0495|G06N3/09|G06N3/0464|G06N3/084|G06N3/063|G06N3/084|G06N3/063|G06N3/084,
US-2023314527-A1,20230328,20231005,Method for sorting a set of batteries based on a machine classification model,"A computer-implemented method for the machine learning of a model for classifying batteries into two categories: functional or defective, the method comprising the following steps: acquiring, on a set of batteries of the same type, a group of measurements characteristic of the operation of a battery, carrying out complete cycling of each battery of the set and measuring at least one curve from among a charge curve or a discharge curve of the battery, determining, for each battery, a label of belonging to the functional or defective category by comparing at least one measured curve with a reference curve characterizing the correct operation of the battery, and carrying out supervised training of a model for classifying a battery according to the two categories based on the groups of measurements and on the label of belonging to one of the two categories.",G06N3/08,US-2010312733-A1|US-2019072618-A1|WO-2021189146-A1|US-2022003821-A1
US-2020012926-A1,20190702,20200109,Neural network learning device and neural network learning method,"Provided is a learning device of a neural network including a bitwidth reducing unit, a learning unit, and a memory. The bitwidth reducing unit executes a first quantization that applies a first quantization area to a numerical value to be calculated in a neural network model. The learning unit performs learning with respect to the neural network model to which the first quantization has been executed. The bitwidth reducing unit executes a second quantization that applies a second quantization area to a numerical value to be calculated in the neural network model on which learning has been performed in the learning unit. The memory stores the neural network model to which the second quantization has been executed.",G06N3/08|G06N3/045|G06N3/063|G06N3/045|G06N3/04|G06N3/063|G06N3/04|G06N3/063|G06N3/09|G06N3/096|G06N3/082|G06N3/0464|G06N3/0495,US-2016086078-A1|US-2018341857-A1|US-2019050710-A1|US-2019114142-A1|US-2019362236-A1|US-2020380357-A1
US-11908252-B2,20200413,20240220,Apparatus and method for determining error of vehicle,"An apparatus for determining failure of a vehicle is provided. The apparatus includes a sensor configured to obtain autonomous driving information, and a controller configured to compare the autonomous driving information obtained during autonomous driving with a determination criterion set as failure sound information and to determine whether the failure occurs, based on the comparison result.",G06N3/09|G06N3/08|G06N3/08|G06N3/08,JP-2005318721-A|CN-2919381-Y|US-2007283695-A1|JP-2008158670-A|JP-2011203116-A|KR-20130052930-A|KR-20140047983-A|CN-105197012-A|US-2016048811-A1|CN-106463063-A|US-2017130786-A1|CN-106671983-A|US-2017162051-A1|US-9702420-B2|CN-107458383-A|US-10008049-B2|US-2018350167-A1|CN-109017810-A|KR-20190012954-A|US-10223842-B1|US-2019111943-A1|CN-109649404-A|KR-20190048061-A|US-10286923-B1|US-10399576-B2|US-10431091-B2|JP-2019168840-A|US-2019315346-A1|CN-110356419-A|WO-2020050761-A1|US-11351989-B2|||
US-2024172001-A1,20210330,20240523,Automated training of failure diagnosis models for application in self-organizing networks,"A method and system for a training manager for generating diagnosis models for mobile networks. The method including selecting automatically a set of parameters for an action to be simulated in a simulated network where the simulated network replicates a target network for a diagnosis model, executing a simulation of an operation of a network based on the set of parameters of the action to generate an output of the simulation including a set of network performance metrics, transforming output of the simulation into training data for the diagnosis model, training the diagnosis model with the training data, and outputting the diagnosis model for the target network, in response to the diagnosis model meeting a designated quality threshold.",G06N3/0464|G06N3/092|G06N3/09|G06N3/08|G06N3/045,US-2018268292-A1|US-2021219384-A1
US-11128981-B2,20190826,20210921,Cellular network delivery of travel safety alerts,"A safety platform may receive travel information associated with a first cellular device. The safety platform may identify, based on the travel information associated with the first cellular device, one or more other cellular devices that are located within a distance threshold from the first cellular device. The safety platform may determine that a second cellular device, of the one or more other cellular devices, is traveling on a path toward the first cellular device and at a speed that satisfies a speed threshold. The safety platform may transmit, based on determining that the second cellular device is traveling on the path toward the first cellular device and at the speed that satisfies the speed threshold, an instruction to the first cellular device to display a safety alert.",G06N3/044|G06N3/045|G06N3/09|G06N3/0442,US-2016304028-A1|US-9659496-B2|US-2017161614-A1|US-2018217603-A1|US-10959041-B1
US-2020105500-A1,20190603,20200402,Machine learning on wafer defect review,"This disclosure is directed to solutions of detecting and classifying wafer defects using machine learning techniques. The solutions take only one coarse resolution digital microscope image of a target wafer, and use machine learning techniques to process the coarse SEM image to review and classify a defect on the target wafer. Because only one coarse SEM image of the wafer is needed, the defect review and classification throughput and efficiency are improved. Further, the techniques are not distractive and may be integrated with other defect detecting and classification techniques.",G06N3/045|G06N3/08|G06N3/09|G06N3/0464,US-2014341462-A1
US-2019385106-A1,20190806,20191219,Recognition and prediction of semantic events learned through repeated observation,"A system for managing consumer packaged goods (CPGs) is disclosed. The system includes a front end and a back end. The front end includes a mobile, airborne platform equipped with a digital image capturing device, and a wireless communications device. The backend is in communication with the front end via the wireless communications device, and includes a combinational convolutional neural network which derives models based on input data, a convolutional neural network which generates perception scoring utilizing input put from said combinational convolutional neural network, and a recurrent neural network which makes behavior predictions based on input from said convolutional neural network. The front end captures images of CPGs on a shelf, wherein the CPGs are subject to depletion over time, and wherein the backend generates predictions regarding the depletion state of the CPGs on the shelf as a function of time.",G06N3/045|G06N3/02|G06N3/02|G06N3/0464|G06N3/09,
US-11452077-B2,20220330,20220920,Wireless network resource allocation method employing generative adversarial reinforcement learning,A wireless network resource allocating method comprises: initializing a generator network G and a discriminator network D; performing resource allocation; training weights of the generator network G and the discriminator network D; and implementing wireless network resource allocation.,G06N3/047|G06N3/045|G06N3/08|G06N3/094|G06N3/0475|G06N3/092|G06N3/08,US-2018314716-A1|US-2019130266-A1|US-2019130253-A1|US-2020311985-A1|US-2020356810-A1|US-2021157991-A1|US-11152785-B1|
US-2025069385-A1,20241112,20250227,Multi-resolution image patches for predicting autonomous navigation paths,"In examples, image data representative of an image of a field of view of at least one sensor may be received. Source areas may be defined that correspond to a region of the image. Areas and/or dimensions of at least some of the source areas may decrease along at least one direction relative to a perspective of the at least one sensor. A downsampled version of the region (e.g., a downsampled image or feature map of a neural network) may be generated from the source areas based at least in part on mapping the source areas to cells of the downsampled version of the region. Resolutions of the region that are captured by the cells may correspond to the areas of the source areas, such that certain portions of the region (e.g., portions at a far distance from the sensor) retain higher resolution than others.",G06N3/09|G06N3/0464|G06N3/08|G06N3/045|G06N3/08|G06N3/08,
US-10973590-B2,20201003,20210413,Artificial intelligence intra-operative surgical guidance system and method of use,"The inventive subject matter is directed to an artificial intelligence intra-operative surgical guidance system and method of use. The artificial intelligence intra-operative surgical guidance system is made of a computer executing one or more automated artificial intelligence models trained on data layer datasets collections to calculate surgical decision risks, and provide intra-operative surgical guidance; and a display configured to provide visual guidance to a user.",G06N3/08|G06N3/09|G06N3/0464|G06N3/092|G06N3/08,US-5052035-A|US-6078699-A|US-6097833-A|US-6269177-B1|US-6438401-B1|US-2004044295-A1|US-6711432-B1|US-2004068187-A1|US-2004087852-A1|US-2005113846-A1|US-2006111631-A1|US-2006142739-A1|US-2007233267-A1|US-2008123910-A1|US-7394946-B2|US-2008200926-A1|US-2009017430-A1|US-7493153-B2|US-2009093702-A1|US-2009099862-A1|US-2009274350-A1|US-7664289-B2|US-7664298-B2|US-2010130871-A1|US-7764293-B2|US-7852355-B2|US-7935048-B2|US-2011152676-A1|US-2011295378-A1|US-2012071752-A1|US-2012123422-A1|US-8194936-B2|US-8300764-B2|US-2013113802-A1|US-8484001-B2|US-2013211531-A1|US-8532352-B2|US-8554697-B2|US-8611697-B2|US-2014086394-A1|US-2014093154-A1|US-8698843-B2|US-8810599-B1|US-8831324-B2|US-8855389-B1|US-8890896-B1|US-8948487-B2|US-2015086955-A1|US-9042621-B2|US-2015150460-A1|US-2015160322-A1|US-9064332-B2|US-9109998-B2|US-9111180-B2|US-2015238271-A1|US-2015257846-A1|US-2015272695-A1|US-9153195-B2|US-9213405-B2|US-2015366628-A1|US-9277970-B2|US-2016191887-A1|US-9430496-B2|US-9433390-B2|US-9437036-B2|US-9456874-B2|US-9529424-B2|US-9538962-B1|US-9560291-B2|US-2017071673-A1|US-9610134-B2|US-2017105802-A1|US-2017105601-A1|WO-2017083768-A1|US-9737369-B2|US-9754371-B2|WO-2017219149-A1|US-2018000339-A1|US-9861446-B2|US-2018114087-A1|US-9980780-B2|WO-2018131044-A1|WO-2018144872-A1|US-2018233222-A1|US-2018247128-A1|US-2018263700-A1|US-10092362-B2|US-10092164-B2|US-2018303552-A1|US-2018360543-A1|US-2018368930-A1|US-2019000564-A1|US-2019000570-A1|US-2019013099-A1|US-2019021795-A1|US-2019034591-A1|US-2019070005-A1|US-2019180466-A1|US-10339695-B2|US-10338931-B2|US-2019239973-A9|US-2019262084-A1|US-10433914-B2|US-10512451-B2|US-2020027561-A1|US-2020100751-A1|US-2020168338-A1|US-2020237452-A1|US-10748319-B1|US-2020272864-A1|US-2020352529-A1|||
US-11671331-B2,20210922,20230606,Systems and methods for contextual network assurance based on change audits,"Aggregated health information for a managed network may be retrieved and processed in response to changes to the managed network topology, configuration, or software. In response to receiving notification that a change to a component of the managed network has occurred, a change audit analysis engine can retrieve performance indicator information from components along a traceroute including the component which underwent the change. The retrieved performance indicator information can be processed by a memory based neural network to predict an impact of the change on the aggregated health of the managed network. The predicted impact can be compared to network health information retrieved through an ongoing basis and issues can be determined based on a comparison of the predict impact and the retrieved health information.",G06N3/08|G06N3/044|G06N3/08|G06N3/0442|G06N3/09|G06N3/08,US-2004088406-A1|US-8255524-B2|US-2012290716-A1|WO-2014102318-A1|US-2015333953-A1|US-9531589-B2|US-2017250855-A1|US-2017265089-A1|US-9923787-B2|US-2019171187-A1|US-2019361748-A1|US-2019379592-A1|US-2020287976-A1
US-9842302-B2,20150826,20171212,Population-based learning with deep belief networks,"A plant asset failure prediction system and associated method. The method includes receiving user input identifying a first target set of equipment including a first plurality of units of equipment. A set of time series waveforms from sensors associated with the first plurality of units of equipment are received, the time series waveforms including sensor data values. A processor is configured to process the time series waveforms to generate a plurality of derived inputs wherein the derived inputs and the sensor data values collectively comprise sensor data. The method further includes determining whether a first machine learning agent may be configured to discriminate between first normal baseline data for the first target set of equipment and first failure signature information for the first target set of equipment. The first normal baseline data of the first target set of equipment may be derived from a first portion of the sensor data associated with operation of the first plurality of units of equipment in a first normal mode and the first failure signature information may be derived from a second portion of the sensor data associated with operation of the first plurality of units of equipment in a first failure mode. Monitored sensor signals produced by the one or more monitoring sensors are received. The first machine learning agent is then and activated, based upon the determining, to monitor data included within the monitored sensor signals.",G06N3/084|G06N3/084,US-5764155-A|US-5923834-A|US-6192325-B1|US-2001001851-A1|US-6266713-B1|US-2001032206-A1|US-2001032202-A1|US-6411963-B1|US-6421571-B1|US-2002103828-A1|US-2002116486-A1|US-6466934-B2|US-2002161674-A1|US-2002183971-A1|US-2002198990-A1|US-2003004987-A1|US-2003004598-A1|US-6513044-B2|US-2003023518-A1|US-2003028269-A1|US-6587900-B1|US-2003126222-A1|US-6600964-B2|US-2003200060-A1|US-2003200130-A1|US-6687761-B1|US-2004024572-A1|US-2004143628-A1|US-2004153594-A1|US-6775576-B2|US-6813587-B2|US-2005010931-A1|US-2005027379-A1|US-2005044532-A1|US-2005060408-A1|US-2005083196-A1|US-6889096-B2|US-6901432-B2|US-2005143956-A1|US-2005177533-A1|US-2005267882-A1|US-6993576-B1|US-2006058987-A1|US-2006074498-A1|US-2006133412-A1|US-7082379-B1|US-2006164296-A1|US-7085841-B2|US-7117119-B2|US-2006224361-A1|US-7120558-B2|US-2006229848-A1|US-2006235951-A1|US-7133727-B2|US-2006259603-A1|US-7146230-B2|US-7151966-B1|US-2007013232-A1|US-7181493-B2|US-7181370-B2|US-2007139211-A1|US-2007143162-A1|US-2007226317-A1|US-2007226551-A1|US-2008079560-A1|US-2008271057-A1|JP-2009510601-A|US-7509537-B1|US-7512906-B1|US-2009125755-A1|US-7539724-B1|US-7548970-B2|US-7606919-B2|US-2010082130-A1|US-2010083049-A1|US-2010101785-A1|US-2010152878-A1|US-2010256794-A1|US-2011033122-A1|US-8005647-B2|US-2011224947-A1|US-8145444-B1|US-2012078403-A1|US-8200620-B2|US-2012173671-A1|US-2012283963-A1|US-2013030765-A1|US-8380842-B2|JP-2013058222-A|US-2013191681-A1|US-2013226492-A1|US-2013268241-A1|US-2014088893-A1|US-2014188777-A1|US-8825567-B2|WO-2014145977-A1|US-2014351642-A1|WO-2016033247-A2|US-9535808-B2|US-2017083830-A1||||||||||
US-2022277210-A1,20220315,20220901,Network computer system using sequence invariant model to predict user actions,"Embodiments provide for a computer system and method to employ a sequence invariant model to determine user intentions, based on monitoring of real-time activities of the user.",G06N3/006|G06N3/08|G06N3/098|G06N3/0499|G06N3/09|G06N3/08,US-2015012350-A1|US-2016210657-A1|US-2017140285-A1|US-2018268337-A1|US-2019027141-A1|US-2020364588-A1|US-11158204-B2|US-11580088-B2
US-2023132337-A1,20211027,20230427,Cognitive model for software development,"A method includes using, by one or more processors of a computer system, a cognitive model to estimate software development parameters for a software development project based on one or more similar past projects, and automatically assigning, by the one or more processors of the computer system, story points to sprints of the software development project based on the estimated software development parameters.",G06N3/084|G06N3/04,US-2019122153-A1|US-2019129701-A1|US-10510000-B1|US-2020183653-A1|US-2020218998-A1|US-2020380342-A1|US-2022012628-A1|US-2022261243-A1|US-2022334837-A1||
US-11709893-B2,20191115,20230725,"Search method, electronic device and storage medium","The present disclosure provides a search method, an electronic device and a storage medium, and belongs to a technical field of the Internet. The method includes: determining a first set of features corresponding to an original search statement by parsing the original search statement; obtaining each initial search result corresponding to the original search statement; determining a second set of features corresponding to an initial search result by parsing a title of the initial search result; determining a rewritten search statement corresponding to the original search statement and the initial search result by codecing the first set of features and the second set of features; and obtaining a supplementary search result corresponding to the rewritten search statement.",G06N3/0475|G06N3/0455|G06N3/09|G06N3/02|G06N3/044|G06N3/02,US-2005267871-A1|US-7034691-B1|WO-2006068872-A2|US-2006161457-A1|US-2008097791-A1|US-7436311-B2|US-7526425-B2|US-2009271179-A1|US-2010131546-A1|US-2011035403-A1|US-2011066425-A1|US-8260785-B2|US-2012246155-A1|US-2013060757-A1|US-2013185099-A1|US-2013268519-A1|US-2014129246-A1|CN-103927358-A|US-2014365243-A1|US-2016314278-A1|US-2016378853-A1|CN-106777018-A|US-9710518-B2|CN-108052659-A|US-2018349440-A1|CN-108959531-A|CN-109002500-A|US-10445376-B2||
US-11054811-B2,20181105,20210706,Systems and methods for line balancing,"In various embodiments, a method includes receiving one or more sensor streams with an engine. The engine identifies one or more actions that are performed at first and second stations of a plurality of stations within the sensor stream(s). The received sensor stream(s) and identified one or more actions performed at the first and second stations are stored in a data structure. The identified one or more actions are mapped to the sensor stream(s). The engine characterizes each of the identified one or more actions performed at each of the first and second stations to produce determined characterizations thereof. Based on one or more of the determined characterizations, automatically producing a recommendation, either dynamically or post-facto, to move at least one of the identified one or more actions performed at one of the stations to another station to reduce cycle time.",G06N3/045|G06N3/044|G06N3/0442|G06N3/09|G06N3/0464|G06N3/008|G06N3/006|G06N3/084|G06N3/084|G06N3/008|G06N3/006|G06N3/04|G06N3/0445|G06N3/0454|G06N3/08|G06N3/084,US-5093794-A|US-5177688-A|US-5229948-A|US-5615138-A|US-5880960-A|US-6198980-B1|US-6249715-B1|US-6259959-B1|US-6263255-B1|US-6263253-B1|US-6349237-B1|US-2002026257-A1|US-6418351-B1|US-2002107600-A1|US-2003097197-A1|US-2003109950-A1|US-6591153-B2|US-2003167238-A1|US-6622055-B2|US-6654673-B2|US-2003225812-A1|US-2003229471-A1|US-2003236585-A1|US-6763277-B1|US-2004148047-A1|US-6829514-B2|US-2005105765-A1|US-2006017821-A1|US-2006136085-A1|US-2006155406-A1|US-2006212875-A1|US-2006224254-A1|US-2006220839-A1|US-2006241793-A1|US-2006241792-A1|US-2006271526-A1|US-2007043464-A1|US-2007168082-A1|US-7257459-B1|US-2007198135-A1|US-2008034072-A1|US-7349751-B2|US-2008109114-A1|US-7379206-B2|US-2008123750-A1|US-2008154909-A1|US-2008188973-A1|US-2009016599-A1|US-2009016600-A1|US-2009089227-A1|EP-2045679-A1|US-2009099678-A1|US-2009112350-A1|US-2009138322-A1|US-2009157569-A1|US-2009171492-A1|US-7558638-B2|US-2009204245-A1|US-7587804-B2|US-2010010879-A1|US-2010023147-A1|US-2010082512-A1|US-7715929-B2|US-2010191372-A1|US-7809457-B2|US-2011022212-A1|US-2011043626-A1|US-2011055669-A1|US-2011141266-A1|US-2011179627-A1|US-8019467-B2|US-2011225018-A1|US-2012054764-A1|US-2012132313-A1|US-2012197898-A1|US-2012225413-A1|WO-2012141601-A2|US-2012327228-A1|EP-2626757-A1|US-2013218340-A1|US-2013290972-A1|US-2013307693-A1|US-2013339923-A1|US-2014037108-A1|US-2014067108-A1|US-2014079297-A1|US-2014163730-A1|US-2014172357-A1|US-8768498-B2|US-2014222813-A1|US-2014247347-A1|US-2014277593-A1|US-2014303767-A1|US-2014326084-A1|US-2014337000-A1|US-2014351819-A1|US-2015098110-A1|US-2015110388-A1|US-2015116482-A1|US-9050723-B1|US-2015185729-A1|US-2015227138-A1|US-2015234380-A1|US-2015294143-A1|US-2015321350-A1|US-2015364158-A1|US-2016085607-A1|US-2016124399-A1|US-2016132046-A1|US-2016147569-A1|US-2016148135-A1|US-9377778-B2|US-2017004697-A1|US-2017008174-A1|US-2017021502-A1|US-2017023918-A1|US-2017038762-A1|US-9571797-B2|US-2017057081-A1|WO-2017040167-A1|US-2017098161-A1|US-9623560-B1|US-2017136627-A1|US-2017178311-A1|US-2017220032-A1|US-2017227950-A1|US-9734569-B2|US-2017232613-A1|US-2017243135-A1|US-2017248941-A1|US-9753453-B2|US-2017252926-A1|US-2017308052-A1|US-2017315540-A1|US-2017343992-A1|US-2017374296-A1|US-2017371322-A1|US-2018001476-A1|US-2018024518-A1|US-2018046953-A1|US-2018107174-A1|US-2018129192-A1|US-2018150066-A1|US-2018172518-A1|US-2018174084-A1|US-2018191988-A1|US-2018189748-A1|US-2018197131-A1|US-2018197311-A1|US-10022870-B2|US-2018217583-A1|US-2018231961-A1|US-2018290303-A1|US-10108829-B2|US-2018307045-A1|US-2018326583-A1|US-2018349829-A1|US-2018350053-A1|US-2019011900-A1|US-2019047149-A1|US-2019061158-A1|US-2019088022-A1|US-10239209-B2|US-2019095854-A1|US-2019105779-A1|US-2019121889-A1|US-2019126482-A1|US-2019138973-A1|US-2019143517-A1|US-2019205657-A1|US-2019270201-A1|US-2019286113-A1|US-2019380239-A1|US-2019386929-A1|US-2019391184-A1|US-10545489-B2||||||
US-2023359900-A1,20220527,20231109,Systems and methods for masked self-training of unsupervised image classification,"Embodiments described herein provide a masked self-training (MaST) which is an unsupervised learning approach leveraging two complimentary sources of supervision: pseudo-labels and raw image pixels. Specifically, MaST jointly optimizes three objectives to finetune a pre-trained classification model on unlabeled images: (1) self-training objective to learn global task-specific class prediction; (2) masked image modeling objective to learn local pixel-level information; (3) global-local feature alignment objective to bridge the knowledge learned from the two sources of supervision.",G06N3/088|G06N3/088|G06N3/088|G06N3/0455,US-2018267996-A1|US-2022391755-A1|US-2023019211-A1|US-2023106141-A1|US-2023360758-A1
US-2025005365-A1,20230629,20250102,Neural network inference based on table lookup,"According to implementations of the subject matter described herein, a solution for neural network inference based on table lookup is provided. According to this solution, respective centroids in a first plurality of codebooks for a first layer of a neural network are determined along with a first weight matrix through a training procedure of the neural network. A first input for the first layer is divided into a first plurality of input sub-vectors, and target centroids are determined for the input sub-vectors based on respective distances between the input sub-vectors and the centroids. Target computation results of the target centroids with the first weight matrix are selected from a lookup table. A first output for the first layer is determined based on aggregation of the target computation results. In this way, better model accuracy can be achieved while leveraging the computation acceleration in table lookup-based model inference.",G06N3/045|G06N3/047|G06N3/084|G06N3/047|G06N3/084|G06N3/047|G06N3/084,US-2019026600-A1|US-2020074318-A1|US-2023360440-A1||
US-2023353828-A1,20230519,20231102,Model-based data processing method and apparatus,"A model-based data processing method and apparatus that can extract a first training sample set to obtain a second training sample set and a query video, the first training sample set including different types of video samples; process the second training sample set through an embedded layer network in an action recognition model to obtain a first frame feature sequence; process the query video through the embedded layer network to obtain a second frame feature sequence; process the first frame feature sequence through a time sequence relation network in the action recognition model to obtain a first time sequence relation descriptor; process the second frame feature sequence through the time sequence relation network to obtain a second time sequence relation descriptor; and adjust a model parameter of the action recognition model according to the first time sequence relation descriptor and the second time sequence relation descriptor.",G06N3/04|G06N3/08,
US-2018144261-A1,20171120,20180524,Methods and systems for predicting dna accessibility in the pan-cancer genome,"Techniques are provided for predicting DNA accessibility. DNase-seq data files and RNA-seq data files for a plurality of cell types are paired by assigning DNase-seq data files to RNA-seq data files that are at least within a same biotype. A neural network is configured to be trained using batches of the paired data files, where configuring the neural network comprises configuring convolutional layers to process a first input comprising DNA sequence data from a paired data file to generate a convolved output, and fully connected layers following the convolutional layers to concatenate the convolved output with a second input comprising gene expression levels derived from RNA-seq data from the paired data file and process the concatenation to generate a DNA accessibility prediction output. The trained neural network is used to predict DNA accessibility in a genomic sample input comprising RNA-seq data and whole genome sequencing for a new cell type.",G06N3/045|G06N3/08|G06N3/09|G06N3/0464|G06N3/096|G06N3/08|G06N3/04,
US-2020322528-A1,20200622,20201008,Camera orchestration technology to improve the automated identification of individuals,"Systems, apparatuses and methods may provide for technology that detects an unidentified individual at a first location along a trajectory in a scene based on a video feed of the scene, wherein the video feed is to be associated with a stationary camera, and selects a non-stationary camera from a plurality of non-stationary cameras based on the trajectory and one or more settings of the selected non-stationary camera. The technology may also automatically instruct the selected non-stationary camera to adjust at least one of the one or more settings, capture a face of the individual at a second location along the trajectory, and identify the unidentified individual based on the captured face of the unidentified individual.",G06N3/045|G06N3/092|G06N3/09|G06N3/0442|G06N3/0464|G06N3/084,
US-10747807-B1,20180910,20200818,Feature-based search,Various embodiments of systems and methods allow a system to identify subsets of items by mixing and matching identified features in one or more other items. A system can identify features of items in an item database. The system can then calculate “fingerprints” of these features which are vectors describing the characteristics of the features. The system can present a collection of items and a user can select an item of the collection. The user can then select positive features to include in a search and/or negative features to include in the search. The system can then do a search of the database for items that contain features similar to those positive features and do not contain features similar to those negative features. The user can select features through a variety of means.,G06N3/045|G06N3/0464|G06N3/0455|G06N3/088,US-2008082426-A1|US-7657126-B2|US-2011093361-A1|US-2013132236-A1|US-8718369-B1|US-9720974-B1|US-2018010902-A1|US-2018342003-A1
US-2024315573-A1,20211019,20240926,System and method for blood pressure measurements from optical data,"A new system and method is provided for improving the accuracy of blood pressure measurements. Various aspects contribute to the greater accuracy, including but not limited to pre-processing of the camera output/input, extracting the pulsatile signal from the preprocessed camera signals, followed by post-filtering of the pulsatile signal. This improved information may then be used for such analysis as HRV determination. Preferably a plurality of such physiological measurements are used to determine blood pressure measurements.",G06N3/0464|G06N3/045,
US-2025292098-A1,20240315,20250918,Posterior Preference Optimization,"Provided is a framework for fine-tuning pre-trained sequence processing models to human preferences and/or other objective(s). Instead of using reinforcement learning to fine-tune the LLM parameters towards the human preferences, example systems take a Bayesian approach which can preserve the learned prediction distributions of the pre-trained model, but adds explicit sequential preference tuned predictions in a multi-objective model fine-tuning training setup. The model can be tuned to predict posterior token probabilities conditioned on the human preferences.",G06N3/0985|G06N3/084|G06N3/091|G06N3/096|G06N3/0475|G06N3/045|G06N3/092|G06N3/04|G06N3/092|G06N3/04|G06N3/092,
US-2020300664-A1,20190318,20200924,Method and system for monitoring water flow,A method and system monitors waterflow through a plumbing fixture and generates waterflow monitoring data with a waterflow monitoring device. The method and system analyzes the waterflow monitoring data with a cloud-based waterflow analysis system. The waterflow analysis system outputs waterflow monitoring data to a computing device of a user of the waterflow analysis system.,G06N3/044|G06N3/09|G06N3/0442|G06N3/08,
US-2018211550-A1,20170123,20180726,Learning with smart blocks,"A smart block control method, system, and computer program product, include capturing an intent of using one or more smart blocks and a domain of the smart blocks, determining an order of each of the smart blocks relative to each other, calculating an accuracy of a determined order of the smart blocks compared with the intent, and outputting an instruction via the one or more the smart blocks, in response to said calculating the accuracy of the determined order of the smart blocks compared with the predetermined order of the smart blocks.",G06N3/006,US-3346775-A|US-3594689-A|US-4556393-A|US-6443796-B1|US-6805605-B2|US-2006004567-A1|US-2006111902-A1|US-2007048697-A1|US-7421391-B1|US-2009097658-A1|US-2009197658-A1|US-2009215357-A1|US-2009317776-A1|US-2013109267-A1|US-8821182-B2|US-2014342834-A1|US-2014378023-A1|US-2016314255-A1|US-2016375372-A1|US-2017036132-A1|US-2017061824-A1|US-2017173486-A1|US-2017252664-A1|US-2017333803-A1|US-2017344127-A1|US-2018221782-A1
US-2020257984-A1,20200131,20200813,Systems and methods for domain adaptation,"The domain adaptation problem is addressed by using the predictions of a trained model over both source and target domain to retain the model with the assistance of an auxiliary model and a modified objective function. Inaccuracy in the model&#39;s predictions in the target domain is treated as noise and is reduced by using a robust learning framework during retraining, enabling unsupervised training in the target domain. Applications include object detection models, where noise in retraining is reduced by explicitly representing label noise and geometry noise in the objective function and using the ancillary model to inject information about label noise.",G06N3/045|G06N3/08|G06N3/09|G06N3/0464|G06N3/096|G06N3/088|G06N3/088,US-6424933-B1|US-2015205759-A1|US-2015242463-A1|US-2015248586-A1|WO-2016037300-A1|US-2016078359-A1|US-2016180746-A1|US-2016253597-A1|US-2017147944-A1|US-2017161633-A1|US-2019122404-A1|US-2020167691-A1|WO-2020163455-A1
US-2021217501-A1,20201222,20210715,Learning device and learning method,"A non-transitory computer-readable recording medium having stored therein a learning program that causes a computer to execute a process, the process includes inputting a first compound name into a model that outputs a character string that represents a chemical structure in response to an input of a compound name, acquiring a result output from the model in response to an input of the first compound name, and executing machine learning of the model, based on a cross entropy error determined based on the result and the character string that represents the chemical structure of a first compound indicated by the first compound name, and a difference in a number of atoms determined based on the result and the number of atoms of each element that forms the first compound.",G06N3/044|G06N3/045|G06N3/09|G06N3/0499|G06N3/0442|G06N3/084,
